method,frame,lpips,temporal_mse,tlpips_delta
Fine-tuned BasicVSR++,002/00000065,0.07586974650621414,0.00023020202934276313,0.07428019493818283
Fine-tuned BasicVSR++,002/00000066,0.07204022258520126,0.00023869726283010095,0.0712285190820694
Fine-tuned BasicVSR++,002/00000067,0.07213173806667328,0.00022404754417948425,0.06705043464899063
Fine-tuned BasicVSR++,002/00000068,0.07517736405134201,0.00021645340893883258,0.0681384801864624
Fine-tuned BasicVSR++,002/00000069,0.08823853731155396,0.00023933420015964657,0.07397881150245667
Fine-tuned BasicVSR++,002/00000070,0.08426178991794586,0.00025841023307293653,0.0768679678440094
Fine-tuned BasicVSR++,002/00000071,0.08573012053966522,0.00026599879493005574,0.08099489659070969
Fine-tuned BasicVSR++,002/00000072,0.08356894552707672,0.00026695459382608533,0.07730706036090851
Fine-tuned BasicVSR++,002/00000073,0.08545343577861786,0.0002733893343247473,0.08333585411310196
Fine-tuned BasicVSR++,002/00000074,0.08951321244239807,0.00027523894095793366,0.08157571405172348
Fine-tuned BasicVSR++,002/00000075,0.0880349650979042,0.00027183396741747856,0.08750370889902115
Fine-tuned BasicVSR++,002/00000076,0.08763229846954346,0.00026214454555884004,0.08416074514389038
Fine-tuned BasicVSR++,002/00000077,0.09404181689023972,0.00026950796018354595,0.08836299180984497
Fine-tuned BasicVSR++,002/00000078,0.08669941127300262,0.0002718043397180736,0.08640316128730774
Fine-tuned BasicVSR++,002/00000079,0.09543049335479736,0.00027833975036628544,0.08661514520645142
Fine-tuned BasicVSR++,002/00000080,0.09522230178117752,0.00029431734583340585,0.09400363266468048
Fine-tuned BasicVSR++,002/00000081,0.0988910049200058,0.0002900462131947279,0.09794300049543381
