method,frame,lpips,temporal_mse,tlpips_delta
Fine-tuned BasicVSR++,002/00000082,0.09986397624015808,0.00028694243519566953,0.09788486361503601
Fine-tuned BasicVSR++,002/00000083,0.10664564371109009,0.00030144010088406503,0.09794608503580093
Fine-tuned BasicVSR++,002/00000084,0.10110698640346527,0.00029652411467395723,0.10268761962652206
Fine-tuned BasicVSR++,002/00000085,0.09884516894817352,0.0002573403180576861,0.09697604924440384
Fine-tuned BasicVSR++,002/00000086,0.0820009857416153,0.0002135907270712778,0.0862557515501976
Fine-tuned BasicVSR++,002/00000087,0.09484823048114777,0.00022911260020919144,0.08340775966644287
Fine-tuned BasicVSR++,002/00000088,0.09170512855052948,0.00026175627135671675,0.09238891303539276
Fine-tuned BasicVSR++,002/00000089,0.10647819191217422,0.0002638724690768868,0.09747634828090668
Fine-tuned BasicVSR++,002/00000090,0.0942404568195343,0.0002705942315515131,0.0938405692577362
Fine-tuned BasicVSR++,002/00000091,0.09169407188892365,0.0002378601930104196,0.08584386855363846
Fine-tuned BasicVSR++,002/00000092,0.09321284294128418,0.00021653446310665458,0.0859571099281311
Fine-tuned BasicVSR++,002/00000093,0.09427595883607864,0.00022947313846088946,0.08889701962471008
Fine-tuned BasicVSR++,002/00000094,0.09537328779697418,0.00024565026978962123,0.0900072529911995
Fine-tuned BasicVSR++,002/00000095,0.10051793605089188,0.00026388096739538014,0.0919349193572998
Fine-tuned BasicVSR++,002/00000096,0.09036849439144135,0.00026366522070020437,0.0866684690117836
Fine-tuned BasicVSR++,002/00000097,0.10592219233512878,0.0002720631891861558,0.09313100576400757
Fine-tuned BasicVSR++,002/00000098,0.10845071822404861,0.0002892416960094124,0.10160809010267258
Fine-tuned BasicVSR++,002/00000099,0.11378622055053711,0.00030882112332619727,0.10327297449111938
Fine-tuned Real-ESRGAN,000/00000000,0.3196316659450531,,
Fine-tuned Real-ESRGAN,000/00000001,0.3177683353424072,0.0008816759800538421,0.30269521474838257
Fine-tuned Real-ESRGAN,000/00000002,0.3199131488800049,0.0008524046861566603,0.310360848903656
Fine-tuned Real-ESRGAN,000/00000003,0.32896164059638977,0.0008544344455003738,0.3160502314567566
Fine-tuned Real-ESRGAN,000/00000004,0.3331332206726074,0.0008412661263719201,0.3176058530807495
Fine-tuned Real-ESRGAN,000/00000005,0.34630852937698364,0.0008521152194589376,0.3295232653617859
Fine-tuned Real-ESRGAN,000/00000006,0.336911678314209,0.0008472331101074815,0.32333239912986755
Fine-tuned Real-ESRGAN,000/00000007,0.3319782614707947,0.0008495858055539429,0.32325479388237
Fine-tuned Real-ESRGAN,000/00000008,0.32272428274154663,0.0008441504905931652,0.32035234570503235
Fine-tuned Real-ESRGAN,000/00000009,0.30822500586509705,0.0008577716071158648,0.3111827075481415
Fine-tuned Real-ESRGAN,000/00000010,0.3072933256626129,0.0008948520408011973,0.30737870931625366
Fine-tuned Real-ESRGAN,000/00000011,0.3155983090400696,0.0008944539586082101,0.298837810754776
Fine-tuned Real-ESRGAN,000/00000012,0.32292497158050537,0.0009166014497168362,0.3147546648979187
Fine-tuned Real-ESRGAN,000/00000013,0.32956933975219727,0.0009219323401339352,0.3148104250431061
Fine-tuned Real-ESRGAN,000/00000014,0.3267406225204468,0.0009462435846216977,0.3212955892086029
Fine-tuned Real-ESRGAN,000/00000015,0.3264561593532562,0.0009244572720490396,0.29916420578956604
Fine-tuned Real-ESRGAN,000/00000016,0.3289864659309387,0.0009601665660738945,0.3130890429019928
Fine-tuned Real-ESRGAN,000/00000017,0.333434134721756,0.0009581726626493037,0.3244750499725342
Fine-tuned Real-ESRGAN,000/00000018,0.3367968499660492,0.000948880857322365,0.3286269009113312
Fine-tuned Real-ESRGAN,000/00000019,0.3436832129955292,0.0009558894671499729,0.3278484642505646
Fine-tuned Real-ESRGAN,000/00000020,0.35951170325279236,0.0009727561846375465,0.3452676236629486
Fine-tuned Real-ESRGAN,000/00000021,0.36715802550315857,0.0009328965679742396,0.35289573669433594
Fine-tuned Real-ESRGAN,000/00000022,0.3588252365589142,0.0009232056327164173,0.3555217385292053
Fine-tuned Real-ESRGAN,000/00000023,0.35366547107696533,0.0009191359276883304,0.35342490673065186
Fine-tuned Real-ESRGAN,000/00000024,0.3453201651573181,0.000972880283370614,0.3436623215675354
Fine-tuned Real-ESRGAN,000/00000025,0.33381205797195435,0.0009730614256113768,0.33918601274490356
Fine-tuned Real-ESRGAN,000/00000026,0.3327379524707794,0.0010097594931721687,0.3333504796028137
Fine-tuned Real-ESRGAN,000/00000027,0.33560243248939514,0.0010283311130478978,0.32434195280075073
Fine-tuned Real-ESRGAN,000/00000028,0.34130215644836426,0.0010157821234315634,0.339047372341156
Fine-tuned Real-ESRGAN,000/00000029,0.3415413200855255,0.0010224783327430487,0.3332211971282959
Fine-tuned Real-ESRGAN,000/00000030,0.3419508934020996,0.001004458637908101,0.333041787147522
Fine-tuned Real-ESRGAN,000/00000031,0.33654963970184326,0.0010257994290441275,0.33543169498443604
Fine-tuned Real-ESRGAN,000/00000032,0.3380119502544403,0.0009498668368905783,0.326981782913208
Fine-tuned Real-ESRGAN,000/00000033,0.3380265235900879,0.0009697187342680991,0.3313949704170227
Fine-tuned Real-ESRGAN,000/00000034,0.33778253197669983,0.001041125738993287,0.3325912356376648
Fine-tuned Real-ESRGAN,000/00000035,0.33565419912338257,0.001048020669259131,0.3280261754989624
Fine-tuned Real-ESRGAN,000/00000036,0.3380855917930603,0.0010293441591784358,0.3308824896812439
Fine-tuned Real-ESRGAN,000/00000037,0.34383684396743774,0.0009961355244740844,0.3329237997531891
Fine-tuned Real-ESRGAN,000/00000038,0.333732932806015,0.0009869944769889116,0.3332897424697876
Fine-tuned Real-ESRGAN,000/00000039,0.3243129551410675,0.0009753861231729388,0.3257021903991699
Fine-tuned Real-ESRGAN,000/00000040,0.32248279452323914,0.0009165489464066923,0.325981080532074
Fine-tuned Real-ESRGAN,000/00000041,0.3259052634239197,0.000944893283303827,0.3046574592590332
Fine-tuned Real-ESRGAN,000/00000042,0.32484209537506104,0.0009508018265478313,0.33112025260925293
Fine-tuned Real-ESRGAN,000/00000043,0.33246955275535583,0.0009367896127514541,0.32709819078445435
Fine-tuned Real-ESRGAN,000/00000044,0.34079843759536743,0.0009112453553825617,0.3318738639354706
Fine-tuned Real-ESRGAN,000/00000045,0.34061840176582336,0.0008680270402692258,0.33512189984321594
Fine-tuned Real-ESRGAN,000/00000046,0.34099775552749634,0.000873784301802516,0.34299027919769287
Fine-tuned Real-ESRGAN,000/00000047,0.341776043176651,0.0008431982132606208,0.33149856328964233
Fine-tuned Real-ESRGAN,000/00000048,0.334830105304718,0.0008780717616900802,0.3361210525035858
Fine-tuned Real-ESRGAN,000/00000049,0.3357767164707184,0.0009238269412890077,0.33625590801239014
Fine-tuned Real-ESRGAN,000/00000050,0.3291015326976776,0.0009228353155776858,0.34055429697036743
Fine-tuned Real-ESRGAN,000/00000051,0.3158431351184845,0.0009596130694262683,0.32996049523353577
Fine-tuned Real-ESRGAN,000/00000052,0.30839741230010986,0.0009727561846375465,0.3280521333217621
Fine-tuned Real-ESRGAN,000/00000053,0.30768096446990967,0.00101150490809232,0.31522443890571594
Fine-tuned Real-ESRGAN,000/00000054,0.30870571732521057,0.0010507646948099136,0.3010987341403961
Fine-tuned Real-ESRGAN,000/00000055,0.3097362518310547,0.0009988299570977688,0.31076693534851074
Fine-tuned Real-ESRGAN,000/00000056,0.31186169385910034,0.0009543808992020786,0.3193023204803467
Fine-tuned Real-ESRGAN,000/00000057,0.31234320998191833,0.0009372967178933322,0.31271037459373474
Fine-tuned Real-ESRGAN,000/00000058,0.3069627583026886,0.000920213176868856,0.3152279555797577
Fine-tuned Real-ESRGAN,000/00000059,0.3099280595779419,0.0009049744112417102,0.3115600049495697
Fine-tuned Real-ESRGAN,000/00000060,0.3065837025642395,0.0009167696116492152,0.30275288224220276
Fine-tuned Real-ESRGAN,000/00000061,0.3023349940776825,0.0009468228090554476,0.2989138960838318
Fine-tuned Real-ESRGAN,000/00000062,0.3016880452632904,0.0009421195136383176,0.29322290420532227
Fine-tuned Real-ESRGAN,000/00000063,0.29227668046951294,0.0009124724310822785,0.2984953820705414
Fine-tuned Real-ESRGAN,000/00000064,0.28469789028167725,0.0009018929558806121,0.2920573055744171
Fine-tuned Real-ESRGAN,000/00000065,0.29379093647003174,0.0008896929211914539,0.2906925678253174
Fine-tuned Real-ESRGAN,000/00000066,0.3080282509326935,0.0008773934096097946,0.288696825504303
Fine-tuned Real-ESRGAN,000/00000067,0.3119325637817383,0.0009080758900381625,0.2972761392593384
Fine-tuned Real-ESRGAN,000/00000068,0.322426974773407,0.0008946743910200894,0.31729117035865784
Fine-tuned Real-ESRGAN,000/00000069,0.3339281380176544,0.000893009768333286,0.3263434171676636
Fine-tuned Real-ESRGAN,000/00000070,0.3327087461948395,0.0008996680844575167,0.32423660159111023
Fine-tuned Real-ESRGAN,000/00000071,0.3365422189235687,0.0009200202184729278,0.3221258819103241
Fine-tuned Real-ESRGAN,000/00000072,0.3449631929397583,0.0009383260039612651,0.33175384998321533
Fine-tuned Real-ESRGAN,000/00000073,0.3478778600692749,0.0009356625960208476,0.3336082696914673
Fine-tuned Real-ESRGAN,000/00000074,0.3506892919540405,0.0009138199966400862,0.3438775837421417
Fine-tuned Real-ESRGAN,000/00000075,0.35013842582702637,0.0009101665345951915,0.34164831042289734
Fine-tuned Real-ESRGAN,000/00000076,0.34053030610084534,0.0009398269467055798,0.3459022641181946
Fine-tuned Real-ESRGAN,000/00000077,0.3354666829109192,0.0009434052044525743,0.33850884437561035
Fine-tuned Real-ESRGAN,000/00000078,0.32755935192108154,0.0009584964718669653,0.3348753750324249
Fine-tuned Real-ESRGAN,000/00000079,0.3169995844364166,0.0009716256172396243,0.330267995595932
Fine-tuned Real-ESRGAN,000/00000080,0.31527647376060486,0.0009750980534590781,0.31612628698349
Fine-tuned Real-ESRGAN,000/00000081,0.2984272241592407,0.000942669459618628,0.3057292401790619
Fine-tuned Real-ESRGAN,000/00000082,0.2960909605026245,0.0010014163563027978,0.3123508095741272
Fine-tuned Real-ESRGAN,000/00000083,0.2968748211860657,0.001009937608614564,0.3123331367969513
Fine-tuned Real-ESRGAN,000/00000084,0.30974113941192627,0.001037799520418048,0.3174029588699341
Fine-tuned Real-ESRGAN,000/00000085,0.31341123580932617,0.0010797108989208937,0.3115123212337494
Fine-tuned Real-ESRGAN,000/00000086,0.32619035243988037,0.0011175258550792933,0.32951533794403076
Fine-tuned Real-ESRGAN,000/00000087,0.3233884572982788,0.001115892780944705,0.31886228919029236
Fine-tuned Real-ESRGAN,000/00000088,0.2946320176124573,0.0011071691988036036,0.30997854471206665
Fine-tuned Real-ESRGAN,000/00000089,0.27118390798568726,0.001057676156051457,0.29333043098449707
Fine-tuned Real-ESRGAN,000/00000090,0.26768431067466736,0.0010367982322350144,0.2793419361114502
Fine-tuned Real-ESRGAN,000/00000091,0.26719048619270325,0.0010115705663338304,0.27023985981941223
Fine-tuned Real-ESRGAN,000/00000092,0.2692158818244934,0.0009794634534046054,0.27734437584877014
Fine-tuned Real-ESRGAN,000/00000093,0.2729462683200836,0.0009703495888970792,0.2690946161746979
Fine-tuned Real-ESRGAN,000/00000094,0.27228742837905884,0.000937746197450906,0.2710046172142029
Fine-tuned Real-ESRGAN,000/00000095,0.2752842605113983,0.0009183620568364859,0.28216788172721863
Fine-tuned Real-ESRGAN,000/00000096,0.2908194363117218,0.0008768624975346029,0.29270631074905396
Fine-tuned Real-ESRGAN,000/00000097,0.2955645024776459,0.000891593808773905,0.2882263660430908
Fine-tuned Real-ESRGAN,000/00000098,0.2887466251850128,0.0009021101868711412,0.3009372055530548
Fine-tuned Real-ESRGAN,000/00000099,0.28581342101097107,0.0009044092730619013,0.29897528886795044
Fine-tuned Real-ESRGAN,001/00000000,0.3388935327529907,0.0009120890172198415,0.3308391571044922
Fine-tuned Real-ESRGAN,001/00000001,0.33977168798446655,0.0009895815746858716,0.3207215666770935
Fine-tuned Real-ESRGAN,001/00000002,0.3277328610420227,0.0008901348919607699,0.3199650049209595
Fine-tuned Real-ESRGAN,001/00000003,0.32949399948120117,0.0009607788524590433,0.30505621433258057
Fine-tuned Real-ESRGAN,001/00000004,0.32435348629951477,0.0009378172690048814,0.30768606066703796
Fine-tuned Real-ESRGAN,001/00000005,0.33500584959983826,0.0009276679484173656,0.3150206506252289
Fine-tuned Real-ESRGAN,001/00000006,0.3295424282550812,0.000875568191986531,0.31634700298309326
Fine-tuned Real-ESRGAN,001/00000007,0.329169899225235,0.000815296545624733,0.31312352418899536
Fine-tuned Real-ESRGAN,001/00000008,0.3251928389072418,0.0010159682715311646,0.2986215353012085
Fine-tuned Real-ESRGAN,001/00000009,0.3218238353729248,0.0010041632922366261,0.30286118388175964
Fine-tuned Real-ESRGAN,001/00000010,0.31767135858535767,0.000920977967325598,0.297513872385025
Fine-tuned Real-ESRGAN,001/00000011,0.3173750042915344,0.0010960367508232594,0.2817298173904419
Fine-tuned Real-ESRGAN,001/00000012,0.317151814699173,0.0008800983196124434,0.29867124557495117
Fine-tuned Real-ESRGAN,001/00000013,0.3213675022125244,0.0009442205773666501,0.3030525743961334
Fine-tuned Real-ESRGAN,001/00000014,0.32752200961112976,0.0009570702095516026,0.30241143703460693
Fine-tuned Real-ESRGAN,001/00000015,0.3293569087982178,0.0008749979315325618,0.31422919034957886
Fine-tuned Real-ESRGAN,001/00000016,0.32213935256004333,0.0009474799153394997,0.30811092257499695
Fine-tuned Real-ESRGAN,001/00000017,0.3268601894378662,0.0010893639409914613,0.3056848645210266
Fine-tuned Real-ESRGAN,001/00000018,0.32215067744255066,0.0009860929567366838,0.2973143756389618
Fine-tuned Real-ESRGAN,001/00000019,0.31715235114097595,0.0008774171001277864,0.3036262094974518
Fine-tuned Real-ESRGAN,001/00000020,0.305399626493454,0.0010260597337037325,0.29878491163253784
Fine-tuned Real-ESRGAN,001/00000021,0.3058270812034607,0.001019691932015121,0.2918030023574829
Fine-tuned Real-ESRGAN,001/00000022,0.30779093503952026,0.0009330492466688156,0.303737998008728
Fine-tuned Real-ESRGAN,001/00000023,0.312885046005249,0.0009948278311640024,0.2974807024002075
Fine-tuned Real-ESRGAN,001/00000024,0.31199049949645996,0.0009544305503368378,0.2922824025154114
Fine-tuned Real-ESRGAN,001/00000025,0.3181813955307007,0.001042132149450481,0.30067598819732666
Fine-tuned Real-ESRGAN,001/00000026,0.3227495551109314,0.0010415543802082539,0.31117215752601624
Fine-tuned Real-ESRGAN,001/00000027,0.32890161871910095,0.0010011005215346813,0.30851390957832336
Fine-tuned Real-ESRGAN,001/00000028,0.3095610737800598,0.00099454284645617,0.3056967258453369
Fine-tuned Real-ESRGAN,001/00000029,0.2890107333660126,0.0009393923101015389,0.28869307041168213
Fine-tuned Real-ESRGAN,001/00000030,0.29661232233047485,0.0009945872006937861,0.28649258613586426
Fine-tuned Real-ESRGAN,001/00000031,0.29050350189208984,0.000984527519904077,0.28261038661003113
Fine-tuned Real-ESRGAN,001/00000032,0.30048254132270813,0.0009491727687418461,0.2802700400352478
Fine-tuned Real-ESRGAN,001/00000033,0.3019513487815857,0.0009911209344863892,0.33382660150527954
Fine-tuned Real-ESRGAN,001/00000034,0.30246078968048096,0.0009808024624362588,0.29255709052085876
Fine-tuned Real-ESRGAN,001/00000035,0.3126574754714966,0.0009273912291973829,0.29596179723739624
Fine-tuned Real-ESRGAN,001/00000036,0.3111448287963867,0.0009098334703594446,0.2801712453365326
Fine-tuned Real-ESRGAN,001/00000037,0.29980069398880005,0.0009650078718550503,0.29549741744995117
Fine-tuned Real-ESRGAN,001/00000038,0.2983274757862091,0.0009562047198414803,0.2920739948749542
Fine-tuned Real-ESRGAN,001/00000039,0.2989189624786377,0.0009856810793280602,0.2848392724990845
Fine-tuned Real-ESRGAN,001/00000040,0.3083547353744507,0.0009960307506844401,0.2865619361400604
Fine-tuned Real-ESRGAN,001/00000041,0.3085978925228119,0.0009022995363920927,0.2923479676246643
Fine-tuned Real-ESRGAN,001/00000042,0.2993868589401245,0.0010157324140891433,0.29507315158843994
Fine-tuned Real-ESRGAN,001/00000043,0.3107268810272217,0.0009188285330310464,0.2967737913131714
Fine-tuned Real-ESRGAN,001/00000044,0.31700804829597473,0.0009400033741258085,0.29993218183517456
Fine-tuned Real-ESRGAN,001/00000045,0.32380953431129456,0.0009988895617425442,0.3047933578491211
Fine-tuned Real-ESRGAN,001/00000046,0.3069031536579132,0.0010080401552841067,0.3026565909385681
Fine-tuned Real-ESRGAN,001/00000047,0.3044699728488922,0.001059390022419393,0.29806065559387207
Fine-tuned Real-ESRGAN,001/00000048,0.30587223172187805,0.0009463953319936991,0.28473034501075745
Fine-tuned Real-ESRGAN,001/00000049,0.30727702379226685,0.0011086962185800076,0.2913001477718353
Fine-tuned Real-ESRGAN,001/00000050,0.3129477798938751,0.0009902918245643377,0.2828940153121948
Fine-tuned Real-ESRGAN,001/00000051,0.3117228150367737,0.0010644678259268403,0.28833243250846863
Fine-tuned Real-ESRGAN,001/00000052,0.31582140922546387,0.0011955859372392297,0.2950490713119507
Fine-tuned Real-ESRGAN,001/00000053,0.31469619274139404,0.0009600540506653488,0.3001818060874939
Fine-tuned Real-ESRGAN,001/00000054,0.31147265434265137,0.0011122138239443302,0.3000781834125519
Fine-tuned Real-ESRGAN,001/00000055,0.306262731552124,0.0009763461421243846,0.29313766956329346
Fine-tuned Real-ESRGAN,001/00000056,0.3087831735610962,0.0011597061529755592,0.2895147204399109
Fine-tuned Real-ESRGAN,001/00000057,0.30915337800979614,0.001003546523861587,0.30536723136901855
Fine-tuned Real-ESRGAN,001/00000058,0.3118809163570404,0.0010445603402331471,0.3006880283355713
Fine-tuned Real-ESRGAN,001/00000059,0.31394320726394653,0.0010370869422331452,0.3005797266960144
Fine-tuned Real-ESRGAN,001/00000060,0.318686306476593,0.0010249560000374913,0.2941587567329407
Fine-tuned Real-ESRGAN,001/00000061,0.31648534536361694,0.0010451613925397396,0.30497002601623535
Fine-tuned Real-ESRGAN,001/00000062,0.3157808184623718,0.000970324210356921,0.30079278349876404
Fine-tuned Real-ESRGAN,001/00000063,0.31162944436073303,0.0009660478681325912,0.3003386855125427
Fine-tuned Real-ESRGAN,001/00000064,0.3107343316078186,0.0010161836398765445,0.2981691360473633
Fine-tuned Real-ESRGAN,001/00000065,0.31384241580963135,0.0006676888442598283,0.3318207859992981
Fine-tuned Real-ESRGAN,001/00000066,0.3060275912284851,0.0008217786671593785,0.2899615168571472
Fine-tuned Real-ESRGAN,001/00000067,0.31553053855895996,0.001025560311973095,0.2980184555053711
Fine-tuned Real-ESRGAN,001/00000068,0.3179904520511627,0.0011103047290816903,0.31356281042099
Fine-tuned Real-ESRGAN,001/00000069,0.31474077701568604,0.0009479748550802469,0.3079639971256256
Fine-tuned Real-ESRGAN,001/00000070,0.3195253610610962,0.0009893401293084025,0.31039443612098694
Fine-tuned Real-ESRGAN,001/00000071,0.3236854374408722,0.000985201564617455,0.30699077248573303
Fine-tuned Real-ESRGAN,001/00000072,0.3003670573234558,0.0010125079425051808,0.30082130432128906
Fine-tuned Real-ESRGAN,001/00000073,0.2976449131965637,0.000957378011662513,0.2890087068080902
Fine-tuned Real-ESRGAN,001/00000074,0.3033083379268646,0.0009407827747054398,0.2864668667316437
Fine-tuned Real-ESRGAN,001/00000075,0.3057190179824829,0.0011208467185497284,0.29132917523384094
Fine-tuned Real-ESRGAN,001/00000076,0.3040822446346283,0.0010784502374008298,0.296159029006958
Fine-tuned Real-ESRGAN,001/00000077,0.31058645248413086,0.0011128814658150077,0.29356127977371216
Fine-tuned Real-ESRGAN,001/00000078,0.3102535605430603,0.0010724121239036322,0.2996687591075897
Fine-tuned Real-ESRGAN,001/00000079,0.3195172846317291,0.001057328307069838,0.3035304546356201
Fine-tuned Real-ESRGAN,001/00000080,0.327080100774765,0.000991589273326099,0.31054097414016724
Fine-tuned Real-ESRGAN,001/00000081,0.3178144097328186,0.0009417887195013463,0.31253957748413086
Fine-tuned Real-ESRGAN,001/00000082,0.31531208753585815,0.0009784767171368003,0.3056509494781494
Fine-tuned Real-ESRGAN,001/00000083,0.3182903528213501,0.0009262859239242971,0.2992132008075714
Fine-tuned Real-ESRGAN,001/00000084,0.3199595808982849,0.0009718394139781594,0.3084796369075775
Fine-tuned Real-ESRGAN,001/00000085,0.3219541013240814,0.0009520504390820861,0.3108382821083069
Fine-tuned Real-ESRGAN,001/00000086,0.31832990050315857,0.0009510415839031339,0.3095150589942932
Fine-tuned Real-ESRGAN,001/00000087,0.31961044669151306,0.001046662451699376,0.2931485176086426
Fine-tuned Real-ESRGAN,001/00000088,0.3199121654033661,0.0009610017295926809,0.30666929483413696
Fine-tuned Real-ESRGAN,001/00000089,0.32119160890579224,0.0010138826910406351,0.3091852068901062
Fine-tuned Real-ESRGAN,001/00000090,0.31564369797706604,0.0010852018604055047,0.29779988527297974
Fine-tuned Real-ESRGAN,001/00000091,0.315665602684021,0.0009222945664077997,0.29517120122909546
Fine-tuned Real-ESRGAN,001/00000092,0.31958743929862976,0.0009942185133695602,0.3007715046405792
Fine-tuned Real-ESRGAN,001/00000093,0.32562455534935,0.0008884936687536538,0.29972898960113525
Fine-tuned Real-ESRGAN,001/00000094,0.32918569445610046,0.001000043237581849,0.2972464859485626
Fine-tuned Real-ESRGAN,001/00000095,0.32598134875297546,0.0010095167672261596,0.31506356596946716
Fine-tuned Real-ESRGAN,001/00000096,0.32719817757606506,0.0009270476293750107,0.3154441714286804
Fine-tuned Real-ESRGAN,001/00000097,0.3442469537258148,0.0009538977174088359,0.3188115656375885
Fine-tuned Real-ESRGAN,001/00000098,0.3379005193710327,0.0008328836993314326,0.31810644268989563
Fine-tuned Real-ESRGAN,001/00000099,0.32092782855033875,0.0009122910560108721,0.31131482124328613
Fine-tuned Real-ESRGAN,002/00000000,0.19623877108097076,0.0008066876907832921,0.2711002230644226
Fine-tuned Real-ESRGAN,002/00000001,0.20855960249900818,0.0007032681605778635,0.1979895383119583
Fine-tuned Real-ESRGAN,002/00000002,0.16628864407539368,0.0005934422370046377,0.18196386098861694
Fine-tuned Real-ESRGAN,002/00000003,0.20242922008037567,0.0005428449949249625,0.17740952968597412
Fine-tuned Real-ESRGAN,002/00000004,0.19984345138072968,0.0005821515223942697,0.18908019363880157
Fine-tuned Real-ESRGAN,002/00000005,0.17962731420993805,0.0005770407151430845,0.18003544211387634
Fine-tuned Real-ESRGAN,002/00000006,0.16387557983398438,0.0005483474815264344,0.16551274061203003
Fine-tuned Real-ESRGAN,002/00000007,0.16187091171741486,0.0005518298712559044,0.15803343057632446
Fine-tuned Real-ESRGAN,002/00000008,0.173456609249115,0.0006121219485066831,0.16456271708011627
Fine-tuned Real-ESRGAN,002/00000009,0.1826513111591339,0.0006816099630668759,0.17932835221290588
Fine-tuned Real-ESRGAN,002/00000010,0.18640011548995972,0.000709839107003063,0.1703163981437683
Fine-tuned Real-ESRGAN,002/00000011,0.1782943457365036,0.0006773980567231774,0.17940998077392578
Fine-tuned Real-ESRGAN,002/00000012,0.15238773822784424,0.0006813444779254496,0.16989415884017944
Fine-tuned Real-ESRGAN,002/00000013,0.1628243625164032,0.0006838298286311328,0.16088202595710754
Fine-tuned Real-ESRGAN,002/00000014,0.1758282482624054,0.0006906893104314804,0.17511963844299316
Fine-tuned Real-ESRGAN,002/00000015,0.1789586842060089,0.000722547119949013,0.17847026884555817
Fine-tuned Real-ESRGAN,002/00000016,0.1853049099445343,0.0007721150177530944,0.18262553215026855
Fine-tuned Real-ESRGAN,002/00000017,0.1831163913011551,0.0007713250815868378,0.18211719393730164
Fine-tuned Real-ESRGAN,002/00000018,0.17316564917564392,0.0007185413269326091,0.1799284815788269
Fine-tuned Real-ESRGAN,002/00000019,0.19255495071411133,0.0007102094823494554,0.1825123280286789
Fine-tuned Real-ESRGAN,002/00000020,0.1862965077161789,0.0007670365157537162,0.17971011996269226
Fine-tuned Real-ESRGAN,002/00000021,0.1862703114748001,0.0006844617309980094,0.18456359207630157
Fine-tuned Real-ESRGAN,002/00000022,0.18911360204219818,0.0007598627707920969,0.17408302426338196
Fine-tuned Real-ESRGAN,002/00000023,0.19294288754463196,0.000706584076397121,0.17488481104373932
Fine-tuned Real-ESRGAN,002/00000024,0.1767333298921585,0.0007124129333533347,0.1758287101984024
Fine-tuned Real-ESRGAN,002/00000025,0.18380816280841827,0.0007175835780799389,0.1783294677734375
Fine-tuned Real-ESRGAN,002/00000026,0.17067952454090118,0.0006655616452917457,0.1708989441394806
Fine-tuned Real-ESRGAN,002/00000027,0.17523860931396484,0.000614889373537153,0.16271641850471497
Fine-tuned Real-ESRGAN,002/00000028,0.17476031184196472,0.0006265187403187156,0.17020228505134583
Fine-tuned Real-ESRGAN,002/00000029,0.16793251037597656,0.0005972052458673716,0.1618046760559082
Fine-tuned Real-ESRGAN,002/00000030,0.1645493060350418,0.0006072456017136574,0.1615414023399353
Fine-tuned Real-ESRGAN,002/00000031,0.17635425925254822,0.00062544149113819,0.16181303560733795
Fine-tuned Real-ESRGAN,002/00000032,0.17134110629558563,0.0006162862409837544,0.17146097123622894
Fine-tuned Real-ESRGAN,002/00000033,0.16984811425209045,0.0006340834079310298,0.17162221670150757
Fine-tuned Real-ESRGAN,002/00000034,0.17328013479709625,0.0006152560818009079,0.16591645777225494
Fine-tuned Real-ESRGAN,002/00000035,0.1748197376728058,0.0006413934752345085,0.1659475415945053
Fine-tuned Real-ESRGAN,002/00000036,0.1658552587032318,0.0005949112819507718,0.1623961180448532
Fine-tuned Real-ESRGAN,002/00000037,0.1301749348640442,0.0005256589502096176,0.14437739551067352
Fine-tuned Real-ESRGAN,002/00000038,0.15709438920021057,0.0005144717870280147,0.1389288753271103
Fine-tuned Real-ESRGAN,002/00000039,0.13689790666103363,0.0005520422128029168,0.14490631222724915
Fine-tuned Real-ESRGAN,002/00000040,0.12287875264883041,0.0005180159350857139,0.12408482283353806
Fine-tuned Real-ESRGAN,002/00000041,0.14458712935447693,0.0005565707106143236,0.13160081207752228
Fine-tuned Real-ESRGAN,002/00000042,0.14117524027824402,0.0005688192904926836,0.14033570885658264
Fine-tuned Real-ESRGAN,002/00000043,0.14908495545387268,0.0005459641688503325,0.1392592489719391
Fine-tuned Real-ESRGAN,002/00000044,0.1439640372991562,0.0005688734236173332,0.13925446569919586
Fine-tuned Real-ESRGAN,002/00000045,0.1383763998746872,0.0005717049352824688,0.13574472069740295
Fine-tuned Real-ESRGAN,002/00000046,0.14692586660385132,0.0005893686902709305,0.13543212413787842
Fine-tuned Real-ESRGAN,002/00000047,0.15427960455417633,0.0006395590025931597,0.14062702655792236
Fine-tuned Real-ESRGAN,002/00000048,0.1484765261411667,0.0006033964455127716,0.14405933022499084
Fine-tuned Real-ESRGAN,002/00000049,0.15392637252807617,0.0005856418865732849,0.14530234038829803
Fine-tuned Real-ESRGAN,002/00000050,0.14598491787910461,0.0005800288054160774,0.14467211067676544
Fine-tuned Real-ESRGAN,002/00000051,0.13344138860702515,0.0005065210280008614,0.13268178701400757
Fine-tuned Real-ESRGAN,002/00000052,0.160077765583992,0.0004832855483982712,0.1365119069814682
Fine-tuned Real-ESRGAN,002/00000053,0.13366667926311493,0.00046882469905540347,0.13297760486602783
Fine-tuned Real-ESRGAN,002/00000054,0.1527019590139389,0.000488230783957988,0.13633902370929718
Fine-tuned Real-ESRGAN,002/00000055,0.153487890958786,0.0005224383203312755,0.1428414285182953
Fine-tuned Real-ESRGAN,002/00000056,0.15434084832668304,0.000523612427059561,0.14582087099552155
Fine-tuned Real-ESRGAN,002/00000057,0.15599529445171356,0.0005274116992950439,0.1505914032459259
